id,name,season,raptor_offense,raptor_defense,raptor_total,war_total,createdAt,updatedAt
235,"Bradley Beal",2016,0.673811,-1.43462,-0.760808,1.7465,NULL,NULL
236,"Bradley Beal",2017,4.93623,0.143348,5.07957,12.8921,NULL,NULL
237,"Bradley Beal",2018,2.32059,0.487221,2.80781,9.06829,NULL,NULL
238,"Bradley Beal",2019,4.31475,-0.940658,3.3741,9.58019,NULL,NULL
239,"Malik Beasley",2017,-1.07166,3.65363,2.58197,0.454544,NULL,NULL
240,"Malik Beasley",2018,-2.17221,-0.444881,-2.61709,0.0396854,NULL,NULL
241,"Malik Beasley",2019,0.397947,-1.16264,-0.764693,2.18202,NULL,NULL
242,"Michael Beasley",2014,-0.703212,-0.782276,-1.48549,0.554108,NULL,NULL
243,"Michael Beasley",2015,-4.03797,0.342336,-3.69564,-0.244526,NULL,NULL
244,"Michael Beasley",2016,1.11405,-1.0378,0.0762556,0.649897,NULL,NULL
245,"Michael Beasley",2017,0.190786,-0.26282,-0.0720339,1.35423,NULL,NULL
246,"Michael Beasley",2018,-0.103731,-1.9934,-2.09713,0.553308,NULL,NULL
247,"Michael Beasley",2019,-1.61944,-3.18345,-4.80288,-0.292977,NULL,NULL
248,"Marco Belinelli",2014,2.06939,-2.08621,-0.0168223,3.28024,NULL,NULL
249,"Marco Belinelli",2015,0.680506,-2.60736,-1.92686,0.642539,NULL,NULL
250,"Marco Belinelli",2016,-1.11869,-2.79615,-3.91485,-0.996314,NULL,NULL
251,"Marco Belinelli",2017,0.140303,-2.06854,-1.92824,0.74694,NULL,NULL
252,"Marco Belinelli",2018,1.24796,-2.03528,-0.787315,2.24233,NULL,NULL
253,"Marco Belinelli",2019,0.52973,-2.21287,-1.68314,1.05871,NULL,NULL
254,"Jordan Bell",2018,0.184079,2.46774,2.65181,2.7374,NULL,NULL
255,"Jordan Bell",2019,-3.03426,-0.115808,-3.15006,-0.17823,NULL,NULL
256,"DeAndre' Bembry",2017,-3.75317,-0.564256,-4.31743,-0.29509,NULL,NULL
257,"DeAndre' Bembry",2018,-5.00336,0.0256292,-4.97773,-0.522277,NULL,NULL
258,"DeAndre' Bembry",2019,-3.15085,1.06753,-2.08332,0.660857,NULL,NULL
259,"Dragan Bender",2017,-2.54962,-0.19961,-2.74923,0.000227654,NULL,NULL
260,"Dragan Bender",2018,-3.32502,-1.02804,-4.35306,-1.69611,NULL,NULL
261,"Dragan Bender",2019,-4.07194,-1.84793,-5.91987,-1.34126,NULL,NULL
262,"Jerrelle Benimon",2015,-17.149,12.3002,-4.84882,-0.00323539,NULL,NULL
263,"Anthony Bennett",2014,-5.20069,-2.38219,-7.58288,-1.64762,NULL,NULL
264,"Anthony Bennett",2015,-2.56189,-3.62531,-6.1872,-1.56996,NULL,NULL
265,"Anthony Bennett",2016,-3.07585,-7.21357,-10.2894,-0.325074,NULL,NULL
266,"Anthony Bennett",2017,-1.42214,-6.25009,-7.67224,-0.669636,NULL,NULL
267,"Ben Bentil",2017,-17.3945,-9.50943,-26.9039,-0.123411,NULL,NULL
268,"Davis Bertans",2017,1.19844,0.425207,1.62365,2.07121,NULL,NULL
269,"Davis Bertans",2018,0.830612,1.68243,2.51304,3.15163,NULL,NULL
270,"Davis Bertans",2019,2.1894,1.11518,3.30458,5.29348,NULL,NULL
271,"Dairis Bertans",2019,-5.79238,-5.21927,-11.0116,-0.699774,NULL,NULL
272,"Patrick Beverley",2014,1.75434,1.71976,3.4741,6.13517,NULL,NULL
273,"Patrick Beverley",2015,0.198996,0.986318,1.18531,3.4683,NULL,NULL
274,"Patrick Beverley",2016,1.45101,1.83424,3.28526,6.68068,NULL,NULL
275,"Patrick Beverley",2017,1.266,2.30914,3.57513,7.72422,NULL,NULL
276,"Patrick Beverley",2018,0.865403,2.19522,3.06062,0.999802,NULL,NULL
277,"Patrick Beverley",2019,1.15429,1.37029,2.52458,6.27932,NULL,NULL
278,"Sim Bhullar",2015,9.1586,0.602415,9.76101,0.018886,NULL,NULL
279,"Andris Biedrins",2014,-5.99759,2.87501,-3.12258,-0.00857788,NULL,NULL
280,"Chauncey Billups",2014,-2.98052,-4.09511,-7.07563,-0.682167,NULL,NULL
281,"Khem Birch",2018,-0.656204,1.46409,0.807887,1.04329,NULL,NULL
282,"Khem Birch",2019,-0.232228,3.8,3.56777,2.37943,NULL,NULL
283,"Jabari Bird",2018,-2.22326,-3.25226,-5.47553,-0.160737,NULL,NULL
284,"Bismack Biyombo",2014,-3.51987,1.21233,-2.30754,0.253612,NULL,NULL
285,"Bismack Biyombo",2015,-2.45614,0.269702,-2.18644,0.355397,NULL,NULL
286,"Bismack Biyombo",2016,-2.10951,2.76188,0.652367,4.07729,NULL,NULL
287,"Bismack Biyombo",2017,-4.01151,-0.575612,-4.58712,-1.66092,NULL,NULL
288,"Bismack Biyombo",2018,-4.13451,-1.08815,-5.22266,-1.87134,NULL,NULL
289,"Bismack Biyombo",2019,-3.59842,-1.38772,-4.98613,-0.888701,NULL,NULL
290,"Nemanja Bjelica",2016,0.218194,-0.908246,-0.690053,1.12825,NULL,NULL
291,"Nemanja Bjelica",2017,-0.763334,1.86729,1.10395,2.34409,NULL,NULL
292,"Nemanja Bjelica",2018,0.113989,1.26279,1.37678,2.99331,NULL,NULL
293,"Nemanja Bjelica",2019,1.24879,0.96579,2.21458,4.54252,NULL,NULL
294,"Tarik Black",2015,-1.41511,-1.24379,-2.6589,0.060869,NULL,NULL
295,"Tarik Black",2016,-2.8527,3.64007,0.787371,0.893558,NULL,NULL
296,"Tarik Black",2017,-1.10173,2.36947,1.26774,2.23937,NULL,NULL
297,"Tarik Black",2018,-4.38299,1.23184,-3.15115,-0.111964,NULL,NULL
298,"DeJuan Blair",2014,-1.14374,0.56328,-0.580464,1.48849,NULL,NULL
299,"DeJuan Blair",2015,-5.96018,-4.16061,-10.1208,-0.688275,NULL,NULL
300,"DeJuan Blair",2016,-5.99543,1.08414,-4.91128,-0.242166,NULL,NULL
301,"Antonio Blakeney",2018,-1.872,-3.20504,-5.07704,-0.371403,NULL,NULL
302,"Antonio Blakeney",2019,-3.05917,-4.04269,-7.10186,-1.82911,NULL,NULL
303,"Steve Blake",2014,-0.827937,-0.505951,-1.33389,1.12643,NULL,NULL
304,"Steve Blake",2015,-0.793999,-1.28833,-2.08233,0.5074,NULL,NULL
305,"Steve Blake",2016,-1.53854,-2.02937,-3.56792,-0.460219,NULL,NULL
306,"Andray Blatche",2014,-0.706059,1.56712,0.861057,3.34061,NULL,NULL
307,"Eric Bledsoe",2014,1.50553,2.20863,3.71417,4.69934,NULL,NULL
308,"Eric Bledsoe",2015,1.72559,1.16173,2.88733,8.14214,NULL,NULL
309,"Eric Bledsoe",2016,2.28722,1.94575,4.23297,3.82012,NULL,NULL
310,"Eric Bledsoe",2017,3.21543,-2.38599,0.82944,3.9971,NULL,NULL
311,"Eric Bledsoe",2018,2.60764,1.82097,4.42861,9.49861,NULL,NULL
312,"Eric Bledsoe",2019,2.93922,2.38448,5.3237,11.2131,NULL,NULL
313,"Jaron Blossomgame",2019,-2.09443,0.203183,-1.89125,0.190143,NULL,NULL
314,"Vander Blue",2014,-7.90993,0.548259,-7.36167,-0.035766,NULL,NULL
315,"Vander Blue",2015,-7.28335,-3.93899,-11.2223,-0.319991,NULL,NULL
316,"Vander Blue",2018,-10.0718,3.2756,-6.79615,-0.0932054,NULL,NULL
317,"Keith Bogans",2014,-2.16853,2.9373,0.768773,0.0973342,NULL,NULL
318,"Bogdan Bogdanovic",2018,0.767804,-1.70331,-0.935504,2.01225,NULL,NULL
319,"Bogdan Bogdanovic",2019,1.72025,-0.184039,1.53621,4.2281,NULL,NULL
320,"Bojan Bogdanovic",2015,-0.0660999,-1.70333,-1.76943,1.03373,NULL,NULL
321,"Bojan Bogdanovic",2016,-1.28327,-3.3392,-4.62247,-2.01753,NULL,NULL
322,"Bojan Bogdanovic",2017,-0.510865,-3.05298,-3.56385,-0.973113,NULL,NULL
323,"Bojan Bogdanovic",2018,-0.184319,-0.075332,-0.259651,3.4648,NULL,NULL
324,"Bojan Bogdanovic",2019,0.64877,-0.640112,0.00865859,3.83336,NULL,NULL
325,"Andrew Bogut",2014,-1.35078,4.41226,3.06149,5.26112,NULL,NULL
326,"Andrew Bogut",2015,-1.33808,4.13266,2.79458,5.66831,NULL,NULL
327,"Andrew Bogut",2016,-1.6611,3.58142,1.92031,4.36914,NULL,NULL
328,"Andrew Bogut",2017,-5.88863,4.14214,-1.74649,0.298903,NULL,NULL
329,"Andrew Bogut",2018,-4.54506,2.43473,-2.11034,0.0707517,NULL,NULL
330,"Andrew Bogut",2019,-2.35458,1.17107,-1.1835,0.264672,NULL,NULL
331,"Jonah Bolden",2019,-2.77825,-0.310637,-3.08889,-0.142659,NULL,NULL
332,"Joel Bolomboy",2017,-0.953098,4.99229,4.0392,0.216223,NULL,NULL
333,"Joel Bolomboy",2018,-9.98754,-2.34466,-12.3322,-0.184639,NULL,NULL
334,"Isaac Bonga",2019,-7.15629,5.82807,-1.32823,0.0875152,NULL,NULL
335,"Matt Bonner",2014,-0.368003,0.960508,0.592505,1.4208,NULL,NULL
336,"Matt Bonner",2015,-0.733611,0.120179,-0.613432,1.0505,NULL,NULL
337,"Matt Bonner",2016,3.23667,2.04392,5.28059,0.836503,NULL,NULL
338,"Devin Booker",2016,-0.428323,-3.22606,-3.65439,-0.982199,NULL,NULL
339,"Devin Booker",2017,0.996433,-2.0492,-1.05277,2.3946,NULL,NULL
340,"Devin Booker",2018,2.52207,-3.13596,-0.613893,2.07337,NULL,NULL
341,"Devin Booker",2019,3.58205,-2.99728,0.584764,3.8652,NULL,NULL
342,"Trevor Booker",2014,0.311681,-2.75594,-2.44426,0.268133,NULL,NULL
343,"Trevor Booker",2015,-0.183211,0.874997,0.691787,2.72514,NULL,NULL
344,"Trevor Booker",2016,-0.91294,1.60948,0.696536,2.85424,NULL,NULL
345,"Trevor Booker",2017,-1.99695,1.15495,-0.841994,1.70864,NULL,NULL
346,"Trevor Booker",2018,-0.547101,-1.17519,-1.72229,0.624769,NULL,NULL
347,"Carlos Boozer",2014,-4.33548,-1.61188,-5.94736,-3.73933,NULL,NULL
348,"Carlos Boozer",2015,-1.56883,-1.801,-3.36983,-0.532423,NULL,NULL
349,"Chris Bosh",2014,0.120114,0.846021,0.966135,6.14488,NULL,NULL
350,"Chris Bosh",2015,-0.489524,0.351535,-0.137989,2.05721,NULL,NULL
351,"Chris Bosh",2016,0.699144,0.167664,0.866808,3.25151,NULL,NULL
352,"Chris Boucher",2018,-40.1603,-4.62878,-44.7891,-0.0215565,NULL,NULL
353,"Chris Boucher",2019,0.488195,-2.82251,-2.33431,0.0432164,NULL,NULL
354,"Avery Bradley",2014,-0.927012,0.92387,-0.00314233,2.60903,NULL,NULL
355,"Avery Bradley",2015,-1.62015,-0.736557,-2.35671,0.534511,NULL,NULL
356,"Avery Bradley",2016,1.28007,-0.579495,0.700571,4.55026,NULL,NULL
357,"Avery Bradley",2017,-0.193556,-0.400218,-0.593774,2.69249,NULL,NULL
358,"Avery Bradley",2018,-2.47231,0.279784,-2.19253,0.412716,NULL,NULL
359,"Avery Bradley",2019,-2.55282,0.684728,-1.86809,0.860111,NULL,NULL
360,"Tony Bradley",2018,-1.82012,2.07158,0.251462,0.0469682,NULL,NULL
361,"Tony Bradley",2019,1.33723,-3.83355,-2.49633,0.00472488,NULL,NULL
362,"Elton Brand",2014,-1.60968,0.830802,-0.77888,1.50241,NULL,NULL
363,"Elton Brand",2015,-4.02809,2.42892,-1.59917,0.288135,NULL,NULL
364,"Elton Brand",2016,-4.46588,3.91956,-0.546318,0.253532,NULL,NULL
365,"Corey Brewer",2014,0.274499,0.701842,0.97634,5.03578,NULL,NULL
366,"Corey Brewer",2015,-0.526982,0.39954,-0.127442,3.43827,NULL,NULL
367,"Corey Brewer",2016,-1.94462,0.821407,-1.12321,1.47406,NULL,NULL
368,"Corey Brewer",2017,-1.86299,0.448799,-1.41419,0.868214,NULL,NULL
369,"Corey Brewer",2018,-1.1321,1.57244,0.440348,2.24038,NULL,NULL
370,"Corey Brewer",2019,-1.24219,2.85178,1.60958,1.09822,NULL,NULL
371,"Ronnie Brewer",2014,-5.27399,-2.79837,-8.07236,-0.429838,NULL,NULL
372,"Mikal Bridges",2019,-0.94978,1.12671,0.176926,3.61218,NULL,NULL
373,"Miles Bridges",2019,-1.62559,-0.71988,-2.34547,0.348839,NULL,NULL
374,"Isaiah Briscoe",2019,-3.95666,0.452836,-3.50382,-0.212981,NULL,NULL
375,"Ryan Broekhoff",2019,0.285769,-0.287944,-0.00217563,0.633947,NULL,NULL
376,"Malcolm Brogdon",2017,1.14963,0.403259,1.55289,4.69385,NULL,NULL
377,"Malcolm Brogdon",2018,0.623518,-1.02182,-0.398301,1.91271,NULL,NULL
378,"Malcolm Brogdon",2019,2.61953,1.13778,3.75731,6.76991,NULL,NULL
379,"Aaron Brooks",2014,0.476021,-1.77587,-1.29984,1.15972,NULL,NULL
380,"Aaron Brooks",2015,1.14513,-3.07641,-1.93128,0.806606,NULL,NULL
381,"Aaron Brooks",2016,0.163023,-0.925843,-0.76282,1.11993,NULL,NULL
382,"Aaron Brooks",2017,-0.722139,-2.40412,-3.12625,-0.175477,NULL,NULL
383,"Aaron Brooks",2018,-1.80206,-4.94907,-6.75112,-0.392122,NULL,NULL
384,"Dillon Brooks",2018,-1.54081,0.556581,-0.984234,2.11667,NULL,NULL
385,"Dillon Brooks",2019,-3.05762,-1.61993,-4.67755,-0.325913,NULL,NULL
386,"MarShon Brooks",2014,-0.0687623,0.37947,0.310707,0.491059,NULL,NULL
387,"MarShon Brooks",2018,9.05742,-1.90727,7.15015,0.972933,NULL,NULL
388,"MarShon Brooks",2019,-1.74448,-1.34474,-3.08921,-0.0660917,NULL,NULL
389,"Anthony Brown",2016,-3.57665,0.576872,-2.99978,-0.0759201,NULL,NULL
390,"Anthony Brown",2017,-3.54968,0.358911,-3.19077,-0.0340329,NULL,NULL
391,"Anthony Brown",2018,18.7156,2.42671,21.1423,0.0495604,NULL,NULL
392,"Bobby Brown",2017,0.455331,-3.3893,-2.93397,-0.00115618,NULL,NULL
393,"Bobby Brown",2018,-7.86589,-5.94579,-13.8117,-0.651153,NULL,NULL
394,"Bruce Brown",2019,-2.74848,2.41394,-0.334535,1.84472,NULL,NULL
395,"Jabari Brown",2015,-2.63305,-4.97383,-7.60688,-1.40718,NULL,NULL
396,"Jaylen Brown",2017,-3.32196,-0.4577,-3.77966,-0.821796,NULL,NULL
397,"Jaylen Brown",2018,0.57259,1.20862,1.78121,6.41452,NULL,NULL
398,"Jaylen Brown",2019,-1.70255,0.231335,-1.47121,1.4308,NULL,NULL
399,"Lorenzo Brown",2014,-2.67203,3.41769,0.745656,0.399264,NULL,NULL
400,"Lorenzo Brown",2015,-1.69548,-0.372921,-2.0684,0.189731,NULL,NULL
401,"Lorenzo Brown",2016,-3.44944,-5.33841,-8.78785,-0.186451,NULL,NULL
402,"Lorenzo Brown",2018,-3.18279,3.33078,0.147995,0.236379,NULL,NULL
403,"Lorenzo Brown",2019,-4.73967,1.06641,-3.67326,-0.100582,NULL,NULL
404,"Markel Brown",2015,-1.15325,-0.32133,-1.47458,0.519914,NULL,NULL
405,"Markel Brown",2016,-0.80406,-3.26519,-4.06925,-0.666374,NULL,NULL
406,"Markel Brown",2018,-5.88206,-0.687386,-6.56944,-0.0612158,NULL,NULL
407,"Shannon Brown",2014,-7.63867,-1.38653,-9.0252,-0.807508,NULL,NULL
408,"Shannon Brown",2015,-3.33586,-2.67907,-6.01493,-0.147243,NULL,NULL
409,"Sterling Brown",2018,-2.62137,-0.189156,-2.81053,-0.0282165,NULL,NULL
410,"Sterling Brown",2019,-1.98265,-1.07012,-3.05276,-0.178764,NULL,NULL
411,"Troy Brown Jr.",2019,-1.59516,-1.95483,-3.54999,-0.297254,NULL,NULL
412,"Jalen Brunson",2019,0.0392937,-0.616703,-0.577409,1.76022,NULL,NULL
413,"Nicolas Brussino",2017,-1.65694,-3.12155,-4.77848,-0.542464,NULL,NULL
414,"Nicolas Brussino",2018,-7.13047,4.17371,-2.95676,-0.00104032,NULL,NULL
415,"Kobe Bryant",2014,-4.20941,-2.07098,-6.28038,-0.329399,NULL,NULL
416,"Kobe Bryant",2015,1.15277,-3.47008,-2.31731,0.268667,NULL,NULL
417,"Kobe Bryant",2016,-0.229333,-3.76332,-3.99266,-1.19712,NULL,NULL
418,"Thomas Bryant",2018,-3.49876,-4.61506,-8.11382,-0.196429,NULL,NULL
419,"Thomas Bryant",2019,0.239099,-1.70278,-1.46368,0.979397,NULL,NULL
420,"Chase Budinger",2014,-0.644395,-1.34569,-1.99008,0.290738,NULL,NULL
